ref	txt
PEAH_chapter_1_5	"If a householder was travelling from one place to another and it became needful for him to take Gleanings, the Forgotten Sheaf or Peah, or Poormans Tithe, he may take them, and when he returns to his house he should make restitution. So R. Eliezer. But the Sages say: [He need make no restitution because] at that time he was a poor man."
PEAH_chapter_1_6	"If a man gave the poor aught in exchange [for their Gleanings] what [they give] in exchange for his is exempt [from Tithes], but what [he gives] in exchange for theirs is liable [to Tithes]. If two [poor] men had leased a field on sharing terms, each may give the other his portion of Poormans Tithe. If a [poor] man undertook to reap a field he is forbidden to take Gleanings, the Forgotten Sheaf, Peah, or Poormans Tithe. R. Judah said: This applies if he received it from the owner on condition of paying a half, third, or quarter [of the harvest]; but if the owner had said to him, The third of what thou reapest shall be thine, he is permitted to take Gleanings, the Forgotten Sheaf, and Peah, but he is forbidden Poormans Tithe."
PEAH_chapter_1_7	"If a man sold his field he that sells it is permitted [to benefit from what falls to the poor], but the buyer is forbidden. A man may not hire labourers on the condition that a labourers son shall glean behind him. If a man will not suffer the poor to glean or suffers one and not another, or aids one of them, he is a robber of the poor. Of such a one it is written, Remove not the landmark of them that come up."
PEAH_chapter_1_8	"If the labourers forgot a sheaf but the householder had not forgotten it; or if the householder forgot it but the labourers had not forgotten it; or if the poor stood in front of it or covered it with stubble, this is not [rightfully] a Forgotten Sheaf."
PEAH_chapter_1_9	"If he was removing the sheaves elsewhere to bind them into capshaped covers or bottom-pieces [for stacks] or cake-shaped [stacks] or [to refashion them] into [larger] sheaves, the law of the Forgotten Sheaf does not apply; if they were taken thence to the threshing-floor the law of the Forgotten Sheaf applies. If he removed the sheaves to the stack, the law of the Forgotten Sheaf applies; but from thence to the threshing-floor the law of the Forgotten Sheaf does not apply. This is the general rule: while the sheaves are taken to the place that marks the end of their preparation, the law of the Forgotten Sheaf applies; but from thence to the threshing-floor the law of the Forgotten Sheaf does not apply; while they are taken to a place that does not mark the end of their preparation the law of the Forgotten Sheaf does not apply; but from thence to the threshing-floor the law of the Forgotten Sheaf applies."
PEAH_chapter_2_0	"The School of Shammai say: [If produce is proclaimed] ownerless for the benefit of the poor it is deemed ownerless [and Tithe-free]. And the School of Hillel say: It can only be deemed ownerless [and Tithe-free] if it is proclaimed ownerless [equally] for the benefit of the rich, as in the Year of Release. If the sheaves in a field were each of one kabs bulk and one was of four kabs, if this was forgotten the School of Shammai say: It may not be deemed a Forgotten Sheaf. And the School of Hillel say: It may be deemed a Forgotten Sheaf."
PEAH_chapter_2_1	"If a sheaf lay near to a wall or to a stack or to the oxen or to the implements, and it was forgotten, the School of Shammai say: It may not be deemed a Forgotten Sheaf. And the School of Hillel say: It may be deemed a Forgotten Sheaf."
PEAH_chapter_2_2	"[Whether any sheaf at] the ends of rows [may or may not be deemed a Forgotten Sheaf] is proved by a sheaf lying over against it. If the house-holder laid hold of a sheaf to take it to the city and forgot it, they agree that this may not be deemed a Forgotten Sheaf."
PEAH_chapter_2_3	"These conditions apply to ends of rows: If two began [to gather the sheaves] in the middle of the row, the one facing north and the other facing south, and they forgot [sheaves that had been] in front of them and behind them, what was in front of them may be deemed a Forgotten Sheaf, but what had been behind them [from the beginning] may not be deemed a Forgotten Sheaf; if one alone began from the end of the row and forgot [sheaves] in front of him and behind him, what was in front of him may not be deemed a Forgotten Sheaf, but what was behind may be deemed a Forgotten Sheaf; for here applies the rule, Thou shalt not go again. This is the general rule: where the law Thou shalt not go again applies, the law of the Forgotten Sheaf applies, but where the law Thou shalt not go again does not apply, the law of the Forgotten Sheaf does not apply."
PEAH_chapter_2_4	Two sheaves together may be deemed Forgotten Sheaves; three together may not be deemed Forgotten Sheaves. Two heaps of olives or carobs may be deemed Forgotten Sheaves; three may not. Two stalks of flax may be deemed Forgotten Sheaves; three may not. Two grapes may count as grape-gleanings; three may not. Two ears of corn may count as Gleanings; three may not. These [rulings] are according to the School of Hillel. Of them all the School of Shammai say: Where there are three they belong to the poor; where there are four they belong to the householder.
PEAH_chapter_2_5	"If a sheaf containing two seahs was forgotten it may not be deemed a Forgotten Sheaf. If there were two sheaves containing two seahs between them [and they were forgotten], Rabban Gamaliel says: They belong to the householder. But the Sages say: To the poor. Rabban Gamaliel said: Is the householders claim strengthened or weakened according to the greater number of the sheaves? They replied: It is strengthened. He said to them: If, therefore, one sheaf containing two seahs, when it is forgotten, may not be deemed a Forgotten Sheaf, is not the inference that two sheaves, also containing two seahs, shall not be deemed a Forgotten sheaf! They replied: No! as thou arguest of one sheaf, which is as large as a stack, wouldst thou argue also of two sheaves, which are as small as bundles!"
